% MIN=0	-1	-0.3	0	
% MAX=0.1	1	0.3	2500	
% SCALE=5	0.5	0.1	1000	
% DEC=4	3	4	0	
% DEF="Time" t / ms	"Voltage" U_1 / V	"Current" I_1 / A	"Frequency" f / Hz	
11.8	0	0.0543	NAN	
12	0	0.0543	NAN	
12.2	0	0.05445	NAN	
12.4	0	0.0546	NAN	
12.6	0	0.0549	NAN	
12.8	0	0.0549	NAN	
13	0	0.05505	NAN	
13.2	0	0.0552	NAN	
13.4	0	0.05565	NAN	
13.6	0	0.05595	NAN	
13.8	0	0.05595	NAN	
14	0	0.0561	NAN	
14.2	0	0.0561	NAN	
14.4	0	0.05625	NAN	
14.6	0	0.0564	NAN	
14.8	0	0.05655	NAN	
15	0	0.0567	NAN	
15.2	0	0.05655	NAN	
15.4	0	0.0567	NAN	
15.6	0	0.05655	NAN	
15.8	0	0.05655	NAN	
16	0	0.05655	NAN	
16.2	0	0.05655	NAN	
16.4	0	0.0564	NAN	
16.6	0	0.05625	NAN	
16.8	0	0.05625	NAN	
17	0	0.0564	NAN	
17.2	0	0.05625	NAN	
17.4	0	0.0561	NAN	
17.6	0	0.0561	NAN	
17.8	0	0.05565	NAN	
18	0	0.0555	NAN	
18.2	0	0.0552	NAN	
18.4	0	0.0552	NAN	
18.6	0	0.0549	NAN	
18.8	0	0.0549	NAN	
19	0	0.0549	NAN	
19.2	0	0.0546	NAN	
19.4	0	0.0543	NAN	
19.6	0	0.05445	NAN	
19.8	0	0.0543	NAN	
20	0	0.05415	NAN	
20.2	0	0.054	NAN	
20.4	0	0.054	NAN	
20.6	0	0.054	NAN	
20.8	0	0.05385	NAN	
21	0	0.05385	NAN	
21.2	0	0.054	NAN	
21.4	0	0.05415	NAN	
21.6	0	0.05415	NAN	
21.8	0	0.05415	NAN	
22	0	0.0543	NAN	
22.2	0	0.05445	NAN	
22.4	0	0.0546	NAN	
22.6	0	0.0549	NAN	
22.8	0	0.0549	NAN	
23	0	0.05505	NAN	
23.2	0	0.0552	NAN	
23.4	0	0.0549	NAN	
23.6	0	0.05535	NAN	
23.8	0	0.05535	NAN	
24	0	0.05565	NAN	
24.2	0	0.0558	NAN	
24.4	0	0.05595	NAN	
24.6	0	0.0555	NAN	
24.8	0	0.0561	NAN	
25	0	0.05625	NAN	
25.2	0	0.0555	NAN	
25.4	0	0.0564	NAN	
25.6	0	0.05595	NAN	
25.8	0	0.0561	NAN	
26	0	0.05595	NAN	
26.2	0	0.05595	NAN	
26.4	0	0.05595	NAN	
26.6	0	0.05595	NAN	
26.8	0	0.0558	NAN	
27	0	0.0558	NAN	
27.2	0	0.05565	NAN	
27.4	0	0.0555	NAN	
27.6	0	0.05535	NAN	
27.8	0	0.05535	NAN	
28	0	0.05505	NAN	
28.2	0	0.0549	NAN	
28.4	0	0.05475	NAN	
28.6	0	0.0546	NAN	
28.8	0	0.0546	NAN	
29	0	0.0543	NAN	
29.2	0	0.05415	NAN	
29.4	0	0.054	NAN	
29.6	0	0.05385	NAN	
29.8	0	0.0537	NAN	
30	0	0.0537	NAN	
30.2	0	0.05385	NAN	
30.4	0	0.0537	NAN	
30.6	0	0.0537	NAN	
30.8	0	0.05355	NAN	
31	0	0.0537	NAN	
31.2	0	0.0537	NAN	
31.4	0	0.0537	NAN	
31.6	0	0.0537	NAN	
31.8	0	0.0537	NAN	
32	0	0.05385	NAN	
32.2	0	0.054	NAN	
32.4	0	0.05415	NAN	
32.6	0	0.05415	NAN	
32.8	0	0.05445	NAN	
33	0	0.0546	NAN	
33.2	0	0.0546	NAN	
33.4	0	0.0549	NAN	
33.6	0	0.0552	NAN	
33.8	0	0.0549	NAN	
34	0	0.0552	NAN	
34.2	0	0.05535	NAN	
34.4	0	0.0555	NAN	
34.6	0	0.0555	NAN	
34.8	0	0.0558	NAN	
35	0	0.05565	NAN	
35.2	0	0.05565	NAN	
35.4	0	0.0558	NAN	
35.6	0	0.05595	NAN	
35.8	0	0.0558	NAN	
36	0	0.0558	NAN	
36.2	0	0.05565	NAN	
36.4	0	0.0558	NAN	
36.6	0	0.0558	NAN	
36.8	0	0.0555	NAN	
37	0	0.05565	NAN	
37.2	0	0.0555	NAN	
37.4	0	0.05535	NAN	
37.6	0	0.0552	NAN	
37.8	0	0.05505	NAN	
38	0	0.05505	NAN	
38.2	0	0.05475	NAN	
38.4	0	0.05445	NAN	
38.6	0	0.05445	NAN	
38.8	0	0.0543	NAN	
39	0	0.0543	NAN	
39.2	0	0.05385	NAN	
39.4	0	0.05385	NAN	
39.6	0	0.0537	NAN	
39.8	0	0.0537	NAN	
40	0	0.0534	NAN	
40.2	0	0.05355	NAN	
40.4	0	0.05355	NAN	
40.6	0	0.05355	NAN	
40.8	0	0.0534	NAN	
41	0	0.0534	NAN	
41.2	0	0.0534	NAN	
41.4	0	0.0534	NAN	
41.6	0	0.0537	NAN	
41.8	0	0.0537	NAN	
42	0	0.05355	NAN	
42.2	0	0.0537	NAN	
42.4	0	0.054	NAN	
42.6	0	0.05415	NAN	
42.8	0	0.05445	NAN	
43	0	0.05475	NAN	
43.2	0	0.05445	NAN	
43.4	0	0.05475	NAN	
43.6	0	0.05475	NAN	
43.8	0	0.05505	NAN	
44	0	0.0549	NAN	
44.2	0	0.05505	NAN	
44.4	0	0.05535	NAN	
44.6	0	0.05535	NAN	
44.8	0	0.0549	NAN	
45	0	0.0561	NAN	
45.2	0	0.05535	NAN	
45.4	0	0.0558	NAN	
45.6	0	0.05565	NAN	
45.8	0	0.05565	NAN	
46	0	0.05565	NAN	
46.2	0	0.05565	NAN	
46.4	0	0.05565	NAN	
46.6	0	0.05565	NAN	
46.8	0	0.0555	NAN	
47	0	0.05535	NAN	
47.2	0	0.05535	NAN	
47.4	0	0.0552	NAN	
47.6	0	0.05505	NAN	
47.8	0	0.0549	NAN	
48	0	0.05475	NAN	
48.2	0	0.0546	NAN	
48.4	0	0.05445	NAN	
48.6	0	0.0543	NAN	
48.8	0	0.05415	NAN	
49	0	0.054	NAN	
49.2	0	0.05385	NAN	
49.4	0	0.0537	NAN	
49.6	0	0.05355	NAN	
49.8	0	0.0534	NAN	
50	0	0.05355	NAN	
50.2	0	0.0534	NAN	
50.4	0	0.0534	NAN	
50.6	0	0.0534	NAN	
50.8	0	0.0534	NAN	
51	0	0.05325	NAN	
51.2	0	0.0534	NAN	
51.4	0	0.0534	NAN	
51.6	0	0.0534	NAN	
51.8	0	0.05355	NAN	
52	0	0.05355	NAN	
52.2	0	0.0537	NAN	
52.4	0	0.05385	NAN	
52.6	0	0.054	NAN	
52.8	0	0.05415	NAN	
53	0	0.0543	NAN	
53.2	0	0.05445	NAN	
53.4	0	0.0546	NAN	
53.6	0	0.05475	NAN	
53.8	0	0.0549	NAN	
54	0	0.0549	NAN	
54.2	0	0.05535	NAN	
54.4	0	0.05535	NAN	
54.6	0	0.0555	NAN	
54.8	0	0.05565	NAN	
55	0	0.05565	NAN	
55.2	0	0.0558	NAN	
55.4	0	0.0558	NAN	
55.6	0	0.0558	NAN	
55.8	0	0.0558	NAN	
56	0	0.05565	NAN	
56.2	0	0.0558	NAN	
56.4	0	0.0558	NAN	
56.6	0	0.0555	NAN	
56.8	0	0.0555	NAN	
57	0	0.0555	NAN	
57.2	0	0.0555	NAN	
57.4	0	0.05535	NAN	
57.6	0	0.0552	NAN	
57.8	0	0.05475	NAN	
58	0	0.05475	NAN	
58.2	0	0.05445	NAN	
58.4	0	0.0546	NAN	
58.6	0	0.0543	NAN	
58.8	0	0.05415	NAN	
59	0	0.054	NAN	
59.2	0	0.05385	NAN	
59.4	0	0.0537	NAN	
59.6	0	0.0537	NAN	
59.8	0	0.0537	NAN	
60	0	0.05355	NAN	
60.2	0	0.05355	NAN	
60.4	0	0.0534	NAN	
60.6	0	0.0534	NAN	
60.8	0	0.05325	NAN	
61	0	0.0534	NAN	
61.2	0	0.05355	NAN	
61.4	0	0.0534	NAN	
61.6	0	0.0534	NAN	
61.8	0	0.0534	NAN	
62	0	0.0537	NAN	
62.2	0	0.0537	NAN	
62.4	0	0.05385	NAN	
62.6	0	0.05415	NAN	
62.8	0	0.05415	NAN	
63	0	0.0546	NAN	
63.2	0	0.0546	NAN	
63.4	0	0.0546	NAN	
63.6	0	0.05475	NAN	
63.8	0	0.05475	NAN	
64	0	0.05505	NAN	
64.2	0	0.05505	NAN	
64.4	0	0.0555	NAN	
64.6	0	0.05535	NAN	
64.8	0	0.0555	NAN	
65	0	0.05535	NAN	
65.2	0	0.0552	NAN	
65.4	0	0.0558	NAN	
65.6	0	0.05565	NAN	
65.8	0	0.0552	NAN	
66	0	0.05535	NAN	
66.2	0	0.0555	NAN	
66.4	0	0.05535	NAN	
66.6	0	0.05535	NAN	
66.8	0	0.0552	NAN	
67	0	0.0552	NAN	
67.2	0	0.0552	NAN	
67.4	0	0.05505	NAN	
67.6	0	0.0549	NAN	
67.8	0	0.05475	NAN	
68	0	0.05475	NAN	
68.2	0	0.0546	NAN	
68.4	0	0.05445	NAN	
68.6	0	0.0543	NAN	
68.8	0	0.054	NAN	
69	0	0.054	NAN	
69.2	0	0.05385	NAN	
69.4	0	0.05355	NAN	
69.6	0	0.05355	NAN	
69.8	0	0.05355	NAN	
70	0	0.05355	NAN	
70.2	0	0.0534	NAN	
70.4	0	0.0534	NAN	
70.6	0	0.0534	NAN	
70.8	0	0.0534	NAN	
71	0	0.0534	NAN	
71.2	0	0.0534	NAN	
71.4	0	0.0534	NAN	
71.6	0	0.0534	NAN	
71.8	0	0.0534	NAN	
72	0	0.05355	NAN	
72.2	0	0.0537	NAN	
72.4	0	0.0537	NAN	
72.6	0	0.054	NAN	
72.8	0	0.054	NAN	
73	0	0.05415	NAN	
73.2	0	0.0543	NAN	
73.4	0	0.0546	NAN	
73.6	0	0.0549	NAN	
73.8	0	0.05475	NAN	
74	0	0.0549	NAN	
74.2	0	0.0549	NAN	
74.4	0	0.05505	NAN	
74.6	0	0.05535	NAN	
74.8	0	0.0552	NAN	
75	0	0.05535	NAN	
75.2	0	0.05535	NAN	
75.4	0	0.0552	NAN	
75.6	0	0.0552	NAN	
75.8	0	0.0555	NAN	
76	0	0.05535	NAN	
76.2	0	0.05535	NAN	
76.4	0	0.0552	NAN	
76.6	0	0.05505	NAN	
76.8	0	0.0552	NAN	
77	0	0.0552	NAN	
77.2	0	0.0549	NAN	
77.4	0	0.0549	NAN	
77.6	0	0.0546	NAN	
77.8	0	0.05445	NAN	
78	0	0.05445	NAN	
78.2	0	0.054	NAN	
78.4	0	0.054	NAN	
78.6	0	0.05385	NAN	
78.8	0	0.0537	NAN	
79	0	0.0534	NAN	
79.2	0	0.0534	NAN	
79.4	0	0.05325	NAN	
79.6	0	0.05325	NAN	
79.8	0	0.0531	NAN	
80	0	0.0531	NAN	
80.2	0	0.0531	NAN	
80.4	0	0.05295	NAN	
80.6	0	0.05295	NAN	
80.8	0	0.0528	NAN	
81	0	0.05295	NAN	
81.2	0	0.0531	NAN	
81.4	0	0.05295	NAN	
81.6	0	0.05295	NAN	
81.8	0	0.0531	NAN	
82	0	0.0531	NAN	
82.2	0	0.05325	NAN	
82.4	0	0.0534	NAN	
82.6	0	0.0534	NAN	
82.8	0	0.0537	NAN	
83	0	0.054	NAN	
83.2	0	0.05415	NAN	
83.4	0	0.05415	NAN	
83.6	0	0.0543	NAN	
83.8	0	0.0546	NAN	
84	0	0.0546	NAN	
84.2	0	0.05475	NAN	
84.4	0	0.0546	NAN	
84.6	0	0.0549	NAN	
84.8	0	0.05565	NAN	
85	0	0.0549	NAN	
85.2	0	0.0549	NAN	
85.4	0	0.0549	NAN	
85.6	0	0.05505	NAN	
85.8	0	0.05505	NAN	
86	0	0.0549	NAN	
86.2	0	0.0549	NAN	
86.4	0	0.0549	NAN	
86.6	0	0.0549	NAN	
86.8	0	0.05475	NAN	
87	0	0.0546	NAN	
87.2	0	0.0546	NAN	
87.4	0	0.0546	NAN	
87.6	0	0.05445	NAN	
87.8	0	0.05415	NAN	
88	0	0.05415	NAN	
88.2	0	0.054	NAN	
88.4	0	0.05385	NAN	
88.6	0	0.0537	NAN	
88.8	0	0.05355	NAN	
89	0	0.0534	NAN	
89.2	0	0.0534	NAN	
89.4	0	0.0531	NAN	
89.6	0	0.0531	NAN	
89.8	0	0.05295	NAN	
90	0	0.0528	NAN	
90.2	0	0.0528	NAN	
90.4	0	0.0528	NAN	
90.6	0	0.0528	NAN	
90.8	0	0.0528	NAN	
91	0	0.0528	NAN	
91.2	0	0.0528	NAN	
91.4	0	0.05295	NAN	
91.6	0	0.0528	NAN	
91.8	0	0.05295	NAN	
92	0	0.05295	NAN	
92.2	0	0.0531	NAN	
92.4	0	0.0531	NAN	
92.6	0	0.0534	NAN	
92.8	0	0.05355	NAN	
93	0	0.0537	NAN	
93.2	0	0.05385	NAN	
93.4	0	0.054	NAN	
93.6	0	0.05415	NAN	
93.8	0	0.0543	NAN	
94	0	0.05445	NAN	
94.2	0	0.05475	NAN	
94.4	0	0.05475	NAN	
94.6	0	0.05475	NAN	
94.8	0	0.05475	NAN	
95	0	0.0549	NAN	
95.2	0	0.05475	NAN	
95.4	0	0.0552	NAN	
95.6	0	0.0552	NAN	
95.8	0	0.0552	NAN	
96	0	0.0555	NAN	
96.2	0	0.05535	NAN	
96.4	0	0.05535	NAN	
96.6	0	0.0552	NAN	
96.8	0	0.05505	NAN	
97	0	0.05505	NAN	
97.2	0	0.05505	NAN	
97.4	0	0.0549	NAN	
97.6	0	0.0546	NAN	
97.8	0	0.0546	NAN	
98	0	0.0546	NAN	
98.2	0	0.0543	NAN	
98.4	0	0.0543	NAN	
98.6	0	0.054	NAN	
98.8	0	0.054	NAN	
99	0	0.054	NAN	
99.2	0	0.05355	NAN	
99.4	0	0.0537	NAN	
99.6	0	0.05355	NAN	
99.8	0	0.0534	NAN	
100	0	0.0534	NAN	
