0.0, 121.571, 565.969, 201.51, 104.109, 147.732, 303.05, 368.601, 571.093, 569.427, 349.329, 76.653, 523.441, 375.133, 541.543, 354.261, 400.765, 261.611, 172.872, 9.462, 340.602
0.01, 121.778, 564.991, 201.902, 105.029, 146.824, 302.631, 369.422, 571.663, 568.473, 349.03, 76.809, 522.453, 376.021, 541.083, 354.062, 401.746, 260.727, 172.406, 9.247, 341.579
0.02, 122.679, 564.556, 202.164, 105.994, 147.253, 301.727, 368.985, 572.562, 569.471, 348.973, 77.405, 521.65, 377.02, 541.032, 353.298, 401.1, 259.749, 172.618, 8.696, 340.745
0.03, 123.576, 564.997, 201.739, 106.899, 148.247, 301.833, 368.197, 571.947, 568.569, 348.542, 77.439, 520.651, 376.027, 540.911, 352.945, 402.036, 258.76, 172.47, 9.407, 340.042
0.04, 123.419, 564.009, 201.731, 107.899, 148.552, 300.881, 368.986, 572.562, 568.224, 349.48, 76.757, 521.382, 375.915, 539.917, 353.282, 402.977, 258.451, 171.519, 9.545, 339.051
0.05, 122.419, 564.014, 201.678, 108.898, 147.824, 301.567, 369.503, 571.706, 569.14, 349.08, 76.108, 520.622, 376.201, 538.958, 353.81, 402.128, 257.974, 170.64, 10.538, 338.934
0.06, 122.415, 565.014, 202.649, 108.656, 147.013, 300.982, 369.492, 570.707, 568.367, 349.714, 76.624, 519.765, 375.533, 538.214, 353.09, 402.822, 258.549, 169.822, 10.385, 337.946
0.07, 122.033, 564.089, 201.671, 108.445, 147.218, 300.004, 370.353, 571.215, 567.511, 349.198, 77.203, 520.58, 375.494, 537.215, 352.098, 402.702, 257.947, 170.62, 9.385, 337.942
0.08, 121.766, 565.053, 202.532, 108.953, 148.166, 299.685, 371.109, 571.87, 567.052, 350.086, 76.216, 520.74, 376.385, 537.668, 352.244, 403.692, 258.571, 169.839, 10.079, 337.221
0.09, 122.599, 565.607, 202.089, 109.85, 147.683, 300.561, 371.576, 572.754, 566.082, 350.329, 75.22, 520.835, 376.847, 538.555, 352.622, 402.765, 258.03, 170.68, 9.081, 337.15
0.1, 121.717, 566.079, 201.627, 108.963, 147.955, 301.523, 371.938, 573.686, 565.749, 349.386, 74.356, 521.338, 376.427, 539.462, 352.206, 401.856, 257.987, 169.681, 9.965, 337.618
0.11, 122.664, 565.758, 201.262, 108.032, 148.935, 301.719, 372.933, 573.788, 566.681, 349.747, 75.341, 521.513, 375.646, 538.838, 353.092, 402.321, 258.986, 169.716, 10.51, 338.456
0.12, 121.689, 565.535, 200.583, 108.766, 148.01, 302.098, 372.023, 573.375, 566.755, 348.75, 75.634, 522.469, 375.695, 539.837, 353.789, 403.037, 259.499, 170.575, 9.531, 338.254
0.13, 122.19, 564.67, 201.234, 109.525, 148.815, 301.505, 371.868, 572.387, 565.782, 348.522, 74.758, 522.952, 376.396, 539.123, 352.959, 402.48, 260.317, 171.151, 8.874, 337.5
0.14, 121.664, 565.52, 200.373, 110.034, 148.027, 300.89, 372.868, 572.368, 566.474, 349.244, 75.64, 523.423, 376.571, 540.108, 352.496, 401.593, 261.254, 171.5, 8.143, 336.817
0.15, 122.192, 566.369, 199.373, 110.053, 147.649, 301.815, 373.598, 573.051, 566.163, 350.195, 76.639, 523.461, 375.572, 540.149, 351.827, 402.337, 260.649, 170.703, 7.148, 336.918
0.16, 123.028, 566.918, 199.274, 109.057, 147.087, 300.988, 372.745, 573.572, 566.489, 349.249, 75.695, 523.793, 376.552, 540.346, 351.36, 401.452, 261.607, 170.99, 7.249, 335.923
0.17, 123.077, 567.917, 200.089, 108.478, 146.093, 301.09, 372.335, 572.66, 565.631, 349.763, 75.129, 522.969, 377.407, 540.865, 350.786, 402.271, 261.255, 170.054, 6.465, 336.544
0.18, 122.146, 567.551, 200.689, 107.678, 145.247, 301.624, 373.089, 572.003, 564.631, 349.754, 76.08, 522.659, 376.64, 540.224, 350.622, 403.257, 261.165, 169.058, 7.417, 336.238
0.19, 121.25, 567.107, 201.672, 107.494, 144.645, 300.826, 372.451, 572.773, 565.627, 349.666, 75.093, 522.821, 376.902, 541.189, 350.763, 402.267, 260.694, 169.941, 6.419, 336.295
0.2, 120.466, 566.486, 202.189, 108.35, 145.163, 299.97, 373.351, 572.337, 566.575, 349.984, 76.092, 522.863, 377.419, 542.045, 351.639, 401.786, 260.096, 170.742, 5.501, 335.899
0.21, 119.523, 566.817, 201.504, 107.622, 144.51, 300.728, 373.013, 573.278, 567.487, 350.394, 75.369, 523.554, 377.599, 543.029, 350.959, 401.053, 260.437, 169.802, 4.708, 335.289
0.22, 118.657, 566.316, 202.487, 107.806, 143.58, 301.095, 372.982, 574.277, 567.522, 349.395, 75.148, 524.529, 378.315, 543.726, 349.962, 401.131, 259.977, 168.914, 4.074, 334.516
0.23, 119.652, 566.215, 203.458, 107.568, 143.891, 302.046, 372.337, 573.513, 566.533, 349.251, 74.307, 523.989, 379.198, 544.197, 350.861, 400.693, 259.699, 169.875, 3.505, 335.338
0.24, 119.871, 567.19, 202.463, 107.672, 143.676, 303.023, 371.524, 572.931, 565.879, 348.494, 73.341, 523.732, 379.757, 545.026, 349.872, 400.547, 258.91, 169.26, 4.47, 335.599
0.25, 119.918, 568.189, 202.193, 108.635, 144.443, 302.381, 370.547, 572.718, 565.947, 347.497, 73.916, 524.55, 380.523, 545.668, 349.619, 401.515, 259.151, 170.231, 5.424, 335.298
0.26, 119.008, 568.605, 202.871, 107.899, 143.775, 303.125, 369.649, 573.159, 565.028, 347.101, 72.966, 524.86, 379.562, 545.395, 349.278, 402.455, 259.079, 171.228, 6.249, 335.864
0.27, 119.818, 569.191, 202.571, 108.853, 144.752, 302.911, 368.67, 573.363, 565.386, 348.035, 73.162, 525.841, 379.374, 546.377, 348.767, 401.595, 259.956, 170.749, 5.911, 334.923
0.28, 119.692, 570.183, 201.696, 108.369, 145.454, 302.199, 367.697, 573.594, 564.642, 348.703, 72.253, 525.424, 380.355, 546.182, 348.903, 400.605, 260.909, 170.447, 5.69, 335.898
0.29, 119.837, 571.172, 201.712, 109.369, 145.857, 301.284, 367.488, 574.572, 564.889, 347.734, 71.319, 525.78, 379.646, 545.477, 348.603, 401.559, 261.879, 170.692, 4.915, 336.529
0.3, 119.581, 570.205, 201.957, 110.338, 146.327, 302.166, 367.345, 573.582, 564.6, 348.692, 70.784, 526.625, 380.581, 545.122, 348.384, 402.534, 262.874, 170.593, 5.813, 336.969
0.31, 118.743, 569.66, 201.53, 109.434, 147.308, 302.36, 367.789, 572.686, 565.124, 349.544, 71.758, 526.853, 381.535, 545.423, 349.374, 402.393, 261.875, 170.637, 6.658, 336.435
0.32, 119.598, 570.178, 201.73, 108.454, 147.579, 303.322, 366.852, 573.036, 566.077, 349.241, 72.55, 527.463, 382.351, 544.846, 350.367, 402.272, 262.344, 169.754, 5.908, 335.773
0.33, 118.746, 569.655, 201.346, 107.53, 148.49, 302.91, 367.061, 574.014, 566.857, 349.867, 72.928, 528.389, 383.314, 544.574, 349.372, 402.38, 263.307, 169.483, 6.717, 335.186
0.34, 117.778, 569.405, 200.375, 107.77, 147.695, 303.517, 366.061, 573.977, 567.528, 349.126, 72.004, 528.771, 383.31, 545.574, 350.367, 402.279, 263.238, 168.485, 7.231, 336.044
0.35, 118.646, 569.902, 200.066, 106.819, 148.125, 304.42, 365.327, 573.298, 567.401, 348.134, 71.451, 529.604, 382.911, 544.657, 349.461, 401.857, 262.787, 169.377, 8.027, 335.438
0.36, 118.577, 568.904, 200.894, 107.38, 149.125, 304.424, 364.465, 573.805, 568.221, 348.707, 71.403, 528.605, 381.954, 544.945, 350.217, 402.511, 262.208, 168.562, 8.424, 336.356
0.37, 117.747, 569.462, 201.498, 108.177, 148.318, 305.015, 365.335, 574.297, 568.647, 347.803, 70.418, 528.428, 382.598, 545.711, 349.663, 403.344, 261.474, 169.24, 8.777, 335.42
0.38, 118.688, 569.799, 202.052, 109.009, 147.574, 305.683, 364.335, 574.282, 568.52, 348.795, 71.334, 528.026, 382.014, 544.898, 349.918, 402.377, 261.622, 168.251, 9.186, 334.508
0.39, 117.715, 569.567, 201.365, 108.283, 148.302, 304.997, 363.341, 574.384, 567.843, 349.53, 71.059, 528.988, 381.021, 544.782, 350.197, 401.416, 262.463, 167.71, 8.701, 335.383
0.4, 118.005, 570.524, 201.425, 109.281, 147.403, 304.558, 364.335, 574.492, 566.849, 349.642, 71.102, 529.987, 381.738, 545.479, 350.268, 400.419, 263.412, 168.025, 9.418, 336.08
0.41, 117.087, 570.128, 201.217, 110.259, 146.43, 304.788, 365.23, 574.045, 566.922, 348.645, 72.045, 530.321, 380.805, 545.119, 349.497, 401.056, 264.289, 168.505, 9.597, 337.064
0.42, 116.678, 571.041, 202.212, 110.362, 147.423, 304.906, 365.746, 574.902, 567.341, 347.737, 71.298, 529.655, 380.207, 545.92, 350.322, 400.49, 263.449, 169.049, 9.299, 336.109
0.43, 116.842, 570.054, 202.717, 109.499, 148.365, 304.571, 366.04, 573.946, 566.386, 348.033, 70.448, 529.128, 380.284, 546.917, 351.231, 400.906, 264.264, 169.628, 8.328, 336.35
0.44, 116.148, 570.774, 202.305, 108.587, 147.365, 304.578, 365.089, 574.256, 565.904, 347.157, 71.408, 528.848, 379.558, 547.605, 351.884, 400.149, 263.36, 170.055, 7.72, 335.556
0.45, 115.391, 570.121, 201.335, 108.83, 146.431, 304.934, 365.062, 573.256, 565.23, 346.418, 71.497, 529.844, 378.562, 547.518, 351.565, 399.201, 263.221, 169.065, 7.401, 336.504
0.46, 116.09, 569.407, 201.008, 109.775, 145.891, 304.092, 365.409, 572.319, 564.485, 347.086, 70.533, 530.112, 377.804, 546.865, 350.614, 399.511, 264.181, 168.784, 6.401, 336.511
0.47, 116.939, 569.936, 201.976, 109.526, 145.094, 304.696, 365.924, 573.176, 564.405, 346.089, 71.106, 529.292, 377.847, 547.865, 351.563, 399.827, 263.189, 168.657, 7.008, 335.716
0.48, 116.831, 568.942, 202.848, 110.015, 145.504, 303.784, 366.117, 572.194, 564.482, 347.086, 70.391, 528.593, 377.758, 548.861, 351.833, 398.864, 264.005, 168.08, 7.582, 334.897
0.49, 117.248, 569.851, 203.587, 109.342, 146.041, 304.627, 365.332, 572.814, 563.62, 347.593, 71.15, 527.941, 378.588, 549.418, 351.109, 398.175, 263.686, 169.028, 6.853, 335.582
0.5, 116.829, 570.759, 202.636, 109.033, 146.061, 305.627, 365.312, 571.814, 564.133, 348.452, 71.94, 528.554, 379.364, 550.048, 352.108, 398.211, 262.691, 169.13, 5.979, 336.067
0.51, 117.339, 571.619, 202.567, 110.031, 145.691, 306.555, 365.444, 570.823, 565.097, 348.186, 72.26, 529.502, 380.293, 549.678, 352.491, 399.135, 262.453, 168.159, 5.683, 335.112
0.52, 117.278, 570.621, 203.276, 109.326, 145.09, 307.355, 364.444, 570.841, 565.669, 349.007, 71.396, 530.005, 379.684, 550.471, 352.148, 398.195, 263.179, 167.472, 6.519, 335.661
0.53, 117.578, 569.667, 203.134, 110.315, 145.252, 308.342, 364.842, 569.924, 566.623, 349.306, 71.725, 529.061, 380.568, 550.003, 352.744, 397.392, 262.425, 168.129, 6.904, 336.584
0.54, 116.623, 569.371, 204.122, 110.166, 145.65, 307.424, 365.018, 568.939, 566.786, 348.319, 71.461, 528.096, 381.56, 549.883, 353.728, 397.568, 261.764, 168.879, 7.891, 336.744
0.55, 117.048, 568.466, 203.84, 109.206, 145.321, 306.48, 364.555, 569.826, 567.485, 349.035, 71.856, 527.178, 382.271, 550.586, 352.909, 398.142, 261.389, 167.951, 7.064, 336.182
0.56, 117.524, 569.346, 204.723, 108.736, 146.308, 306.638, 364.16, 570.744, 567.977, 348.164, 72.039, 528.161, 383.212, 550.926, 353.306, 399.06, 261.948, 167.122, 7.266, 337.161
0.57, 117.804, 570.306, 204.031, 109.458, 146.73, 305.731, 365.029, 570.25, 567.073, 347.737, 72.993, 527.861, 382.247, 550.662, 353.152, 400.048, 261.937, 166.122, 6.87, 336.243
0.58, 116.983, 569.735, 204.594, 110.285, 147.418, 305.005, 364.331, 569.534, 566.709, 346.805, 73.074, 526.864, 382.661, 551.573, 354.075, 399.662, 261.783, 165.134, 7.361, 337.114
0.59, 117.073, 570.731, 204.442, 109.296, 147.008, 304.093, 363.332, 569.482, 565.896, 347.387, 72.227, 527.396, 383.391, 550.89, 355.055, 399.86, 262.681, 164.696, 7.971, 336.322
0.6, 118.072, 570.697, 203.644, 109.899, 147.113, 305.088, 362.332, 569.493, 564.916, 347.189, 71.254, 527.163, 382.438, 551.192, 355.51, 398.97, 263.49, 165.284, 8.956, 336.147
0.61, 117.076, 570.607, 203.548, 108.904, 147.983, 304.595, 361.751, 568.679, 565.11, 348.17, 71.784, 526.315, 381.442, 551.284, 355.2, 399.92, 263.683, 164.303, 8.877, 337.144
0.62, 117.146, 571.605, 203.559, 107.904, 147.325, 305.348, 361.675, 569.677, 564.719, 349.091, 72.725, 525.977, 382.392, 550.971, 355.852, 399.162, 263.721, 165.302, 9.663, 337.762
0.63, 116.766, 570.68, 203.651, 106.908, 146.362, 305.077, 362.384, 570.382, 563.873, 348.558, 73.684, 525.693, 381.755, 550.2, 355.583, 400.125, 264.71, 165.154, 10.184, 336.909
0.64, 115.807, 570.398, 202.887, 107.553, 145.822, 304.235, 362.717, 571.325, 564.873, 348.539, 72.702, 525.502, 382.172, 551.109, 356.552, 399.878, 263.724, 164.991, 9.394, 337.522
0.65, 116.202, 569.479, 202.085, 106.957, 146.718, 304.68, 363.489, 571.96, 565.192, 349.486, 73.634, 525.14, 381.846, 552.054, 355.829, 399.188, 263.153, 164.17, 9.112, 338.481
0.66, 116.159, 568.48, 201.278, 107.547, 146.831, 305.673, 363.847, 572.894, 565.284, 350.482, 74.489, 525.66, 380.849, 551.982, 355.44, 400.109, 264.09, 163.82, 9.817, 339.191
0.67, 117.156, 568.398, 202.254, 107.331, 146.195, 306.445, 362.956, 573.349, 564.81, 349.602, 75.324, 526.209, 380.416, 552.884, 356.158, 399.413, 264.55, 164.708, 10.24, 338.285
0.68, 118.134, 568.605, 202.982, 106.645, 147.012, 307.021, 361.988, 573.099, 563.812, 349.534, 76.261, 526.559, 381.333, 553.281, 356.639, 398.536, 263.867, 163.978, 11.147, 338.705
0.69, 119.056, 568.993, 203.473, 105.774, 147.295, 307.98, 361.801, 572.116, 564.65, 350.08, 75.844, 527.467, 382.138, 553.875, 355.776, 398.03, 263.702, 164.964, 10.682, 339.59
0.7, 118.095, 569.269, 204.463, 105.918, 147.117, 306.996, 362.523, 572.808, 563.728, 350.468, 75.96, 526.474, 381.422, 554.573, 355.747, 399.03, 264.444, 164.294, 10.837, 340.578
0.71, 118.907, 569.853, 203.936, 105.068, 146.572, 307.834, 362.527, 573.808, 564.58, 349.944, 76.904, 526.804, 381.135, 553.615, 354.777, 399.272, 264.778, 165.236, 10.264, 341.397
0.72, 118.438, 568.969, 204.862, 105.447, 147.145, 308.653, 361.536, 573.674, 564.695, 348.95, 76.806, 525.809, 380.183, 553.922, 355.69, 399.679, 263.879, 165.674, 9.332, 341.761
0.73, 117.759, 569.704, 205.391, 106.295, 148.128, 308.836, 362.081, 572.836, 565.324, 349.728, 77.108, 524.855, 379.544, 554.692, 354.949, 399.008, 262.992, 166.137, 8.645, 342.487
0.74, 118.519, 570.354, 205.781, 107.216, 149.123, 308.737, 361.295, 572.217, 564.325, 349.771, 77.43, 525.802, 379.854, 553.741, 354.26, 399.733, 263.875, 165.668, 8.241, 341.572
0.75, 118.072, 569.459, 204.803, 107.006, 149.917, 309.346, 362.27, 571.992, 563.434, 350.226, 78.424, 525.911, 378.9, 554.041, 354.443, 400.716, 263.063, 166.251, 8.663, 342.479
0.76, 119.056, 569.279, 205.308, 107.869, 150.726, 308.758, 363.028, 571.34, 563.577, 351.216, 77.732, 526.632, 377.901, 553.994, 355.42, 400.503, 263.98, 165.853, 8.079, 341.667
0.77, 120.054, 569.336, 205.064, 108.839, 151.646, 309.149, 362.535, 572.21, 564.254, 350.481, 77.118, 527.421, 378.792, 554.447, 354.599, 401.074, 263.205, 165.222, 8.922, 342.206
0.78, 121.002, 569.655, 204.922, 109.828, 151.042, 308.352, 361.637, 571.771, 565.2, 350.807, 76.644, 528.302, 378.675, 555.44, 353.6, 401.062, 264.163, 164.936, 8.032, 341.75
0.79, 120.029, 569.884, 203.992, 109.462, 150.156, 308.815, 360.972, 572.519, 565.034, 351.793, 76.83, 529.285, 377.737, 555.788, 353.034, 400.237, 264.462, 165.891, 8.266, 342.722
0.8, 121.0, 569.648, 203.941, 110.461, 150.819, 308.067, 360.07, 572.087, 565.615, 350.979, 76.392, 530.184, 378.67, 555.428, 353.615, 401.052, 264.08, 166.815, 7.349, 342.325
0.81, 121.213, 568.671, 202.977, 110.194, 150.293, 308.917, 360.896, 571.522, 565.627, 349.979, 75.46, 529.822, 377.67, 555.418, 353.593, 400.052, 263.167, 166.409, 8.006, 341.571
0.82, 121.023, 567.689, 202.063, 109.788, 149.739, 309.75, 361.441, 570.684, 566.319, 350.701, 74.636, 530.388, 378.4, 556.102, 352.595, 399.989, 263.002, 167.395, 7.055, 341.262
0.83, 121.368, 566.75, 202.675, 110.579, 149.618, 310.742, 362.44, 570.73, 565.322, 350.77, 74.388, 531.357, 377.97, 557.005, 352.381, 400.965, 263.906, 166.968, 8.051, 341.175
0.84, 120.527, 567.291, 202.302, 109.652, 150.478, 310.233, 361.612, 571.291, 564.56, 351.418, 73.504, 530.888, 378.514, 556.166, 351.391, 400.822, 264.84, 166.611, 8.993, 340.839
0.85, 119.574, 566.988, 203.004, 110.364, 150.501, 311.233, 361.076, 572.135, 565.508, 351.1, 73.591, 531.885, 379.47, 556.457, 350.998, 401.741, 263.924, 167.011, 9.983, 340.701
